asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01
asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,house_floor_01,house_floor_01,house_floor_01,house_floor_01,house_floor_01,house_floor_01,house_floor_01,house_floor_01,asphalt_01
asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,house_floor_01,house_floor_01,house_floor_01,house_floor_01,house_floor_01,house_floor_01,house_floor_01,house_floor_01,asphalt_01
asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,house_floor_01,house_floor_01,house_floor_01,house_floor_01,house_floor_01,house_floor_01,house_floor_01,house_floor_01,asphalt_01
asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,house_floor_01,house_floor_01,house_floor_01,house_floor_01,house_floor_01,house_floor_01,house_floor_01,house_floor_01,asphalt_01
asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01
asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,house_floor_01,house_floor_01,asphalt_01,asphalt_01,asphalt_01
asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,house_floor_01,house_floor_01,house_floor_01,house_floor_01,asphalt_01
asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01
asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01
asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01
asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01
asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01
asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01
asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01
