asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01
asphalt_01,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_door_01_close,@@,@@,@@,@@,window_02_close,@@,@@,@@,window_02_open,@@,@@,@@,@@,asphalt_01
asphalt_01,outside_metal_fence_1,garden_grass_3,,,garden_grass_1,@@,house_shink,house_fridge,military_crate,,,,,,,misc_blood,misc_barrel,@@,asphalt_01
asphalt_01,outside_metal_fence_1,,misc_hook,factory_industrial_part_left_02,misc_barrel,@@,house_bench,,,,,store_sale_02,store_sale_02,,store_sale_02,,misc_barrel,@@,asphalt_01
asphalt_01,outside_metal_fence_1,garden_grass_1,misc_chainwheel_left_right,misc_chainwheel_left_right,garden_stone,@@,military_radio,,,store_sale_01,,store_sale_02,store_sale_02,,store_sale_02,,misc_barrel,@@,asphalt_01
asphalt_01,@@,door_02_close,@@,@@,@@,@@,,,,store_sale_01,,store_sale_02,store_sale_02,,store_sale_02,,misc_barrel,@@,asphalt_01
asphalt_01,@@,,house_table,house_bench,door_02_open,,,,,store_sale_01,,store_sale_02,store_sale_02,,store_sale_02,,misc_barrel,@@,asphalt_01
asphalt_01,@@,,,,@@,military_crate,,,,,,,,,,,misc_barrel,@@,asphalt_01
asphalt_01,@@,@@,door_02_close,window_02_open,@@,@@,factory_industrial_part_left,factory_industrial_part_left,factory_industrial_part_left,factory_industrial_part_left,factory_industrial_part_left,factory_industrial_part_left,factory_industrial_part_left,factory_industrial_part_left,factory_industrial_part_left,factory_industrial_part_left,@@,@@,asphalt_01
asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01,asphalt_01
